roadsegid,party_time_rate,work_time_rate,pw_ratio
42698,154.571428571429,177,-0.0676432572167169
42702,622.714285714286,622.714285714286,0
42706,811.142857142857,920.857142857143,-0.0633454305509733
42803,34,113.285714285714,-0.53831231813773
43017,211.714285714286,240.714285714286,-0.0640985159456899
43214,155.714285714286,314.142857142857,-0.337184554575859
43233,35.7142857142857,41.7142857142857,-0.0774907749077491
43449,25.2857142857143,21.7142857142857,0.0759878419452887
43484,68.2857142857143,155.428571428571,-0.389527458492976
43485,143.714285714286,110.428571428571,0.1309724564362
43516,644,896.857142857143,-0.164101613202299
43524,8.71428571428571,8.85714285714286,-0.00813008130081308
43537,41.7142857142857,44.2857142857143,-0.0299003322259136
43676,1202.71428571429,1202.71428571429,0
43899,374.142857142857,462.428571428571,-0.105532786885246
44160,2435,2509.57142857143,-0.0150814746330752
44360,46.2857142857143,101.428571428571,-0.373307543520309
44474,194.142857142857,233,-0.0909698996655519
44848,618.142857142857,497.285714285714,0.108350409836066
44849,1358.71428571429,1025.14285714286,0.13992928627075
44850,1133.71428571429,930.142857142857,0.0986363950993286
44851,342.571428571429,296.428571428571,0.0722110440420299
44853,2453.85714285714,2000.42857142857,0.101796023091725
44876,157.142857142857,181.428571428571,-0.0717299578059072
44996,233.285714285714,251.571428571429,-0.037713612256924
45005,46.7142857142857,71.1428571428571,-0.207272727272727
45301,24.4285714285714,30.5714285714286,-0.111688311688312
45399,436.571428571429,417.857142857143,0.0219026918575489
45424,70.5714285714286,70.5714285714286,0
45457,189.285714285714,200.142857142857,-0.0278796771826853
45726,173.285714285714,253.571428571429,-0.188085676037483
45817,88,183.428571428571,-0.351578947368421
45979,322.428571428571,277.571428571429,0.0747619047619048
46231,33.4285714285714,115.857142857143,-0.552153110047847
46320,562.714285714286,969.857142857143,-0.265659955257271
46339,192.285714285714,497.142857142857,-0.44218814753419
46377,297.142857142857,498.142857142857,-0.252739356924735
46440,302.571428571429,244.285714285714,0.106583072100313
46441,724.571428571429,470.142857142857,0.212961855793376
46517,1875.57142857143,1245.14285714286,0.202014190890364
46541,817.571428571429,509.857142857143,0.231812311665949
46543,476,391.428571428571,0.0974967061923583
46792,124.714285714286,168.571428571429,-0.149537262542621
46868,47.7142857142857,62.4285714285714,-0.133592736705577
46964,195.857142857143,260,-0.140708241930429
46986,32.8571428571429,32.8571428571429,0
47093,420.285714285714,457.571428571429,-0.042473555736371
47117,109.142857142857,95.8571428571429,0.0648083623693379
47167,13.7142857142857,37.4285714285714,-0.463687150837989
47366,372.142857142857,1131.71428571429,-0.505082169658972
47367,44.2857142857143,49.8571428571429,-0.0591805766312595
47369,317.285714285714,451.428571428571,-0.174502880505482
47371,13.1428571428571,31.7142857142857,-0.414012738853503
47391,66.7142857142857,60.1428571428571,0.0518018018018017
47495,540.428571428571,610,-0.060474357382342
47520,487.428571428571,531,-0.0427829990180951
47546,225.857142857143,225.857142857143,0
47581,63.8571428571429,63.8571428571429,0
